label,baseline_cell_index,output_band_id,kperp_index,kpar_index,kperp_center_mpc_inv,kpar_mpc_inv,target_windowed_power,pure_eor_signed_error_percent,total_signed_error_percent,foreground_auto_over_target,geometric_window_response_fraction,window_effective_width
dpss_hard_e8_hann,11,190,11,14,0.5860637048526578,1.422074691904987,1.321050019877988e-05,-1.8495624200504146,-1.8404830443455287,2.92336660245669e-06,0.9775160584938003,3.858305436759103
dpss_hard_e8_hann,12,205,12,13,0.6353597154430227,1.320497928197488,1.3277738001442438e-05,0.8328880174040465,0.8312047605889072,1.3744768301699275e-06,0.9997980594575486,4.133272428099753
dpss_hard_e8_hann,13,206,12,14,0.6353597154430227,1.422074691904987,1.2141430365467628e-05,-2.677298176991181,-2.677682940762093,1.422803635278035e-06,0.9707617446523307,4.030734782280663
dpss_hard_e8_hann,14,221,13,13,0.6846557260333876,1.320497928197488,1.2316461389632323e-05,-11.396648422341942,-11.396223365382776,2.829561894869897e-07,0.999639977387217,4.380982373761407
dpss_hard_e8_hann,15,222,13,14,0.6846557260333876,1.422074691904987,1.1395354570740661e-05,-6.018375183819167,-6.018785956588129,9.480932014533939e-08,0.9657351347311623,4.398308925921904
dpss_hard_e8_hann,16,237,14,13,0.7339517366237525,1.320497928197488,1.1619350762667806e-05,1.7992578533532084,1.7976178107684913,4.78447057907789e-07,0.9992958809384299,4.72435805898521
dpss_hard_e8_hann,17,238,14,14,0.7339517366237525,1.422074691904987,1.0647907270387604e-05,1.5180190925057873,1.5201956425072807,1.5102145400396784e-07,0.9560362194905558,4.761982354705585
dpss_hard_e8_hann,18,253,15,13,0.7832477472141173,1.320497928197488,1.0713761737058945e-05,0.7706007694604551,0.7597606565419518,4.008868803496885e-07,0.998873678770398,4.882965910871851
dpss_hard_e8_hann,19,254,15,14,0.7832477472141173,1.422074691904987,9.815464696971172e-06,-7.840057124669501,-7.8364357506433935,2.853606463835306e-07,0.951537066150292,4.996195448834953
dpss_hard_e6_hann,0,109,6,13,0.3395836519008334,1.320497928197488,1.9860005433387684e-05,-7.714358893918795,-7.549457948536712,0.002145377655756502,0.9998711701343195,3.0101056841424936
dpss_hard_e6_hann,1,110,6,14,0.3395836519008334,1.422074691904987,1.8033732053627066e-05,-7.657326877883419,-7.454328692479921,0.0008071622078094239,0.9944657639486499,3.0876654756569177
dpss_hard_e6_hann,2,125,7,13,0.3888796624911983,1.320497928197488,1.9063936059097683e-05,-11.127504053450354,-10.773924956313909,0.0014776606969383191,0.9998795469417276,3.359363331975925
dpss_hard_e6_hann,3,126,7,14,0.3888796624911983,1.422074691904987,1.6872854129592456e-05,-15.649237100230225,-15.693020763508006,0.0005912497687846781,0.9931456666101535,3.287812247459343
dpss_hard_e6_hann,4,141,8,13,0.43817567308156313,1.320497928197488,1.749500778410878e-05,-7.8942655086909035,-7.785182478525695,0.0021216267065427195,0.999867041240684,3.3894626083970985
dpss_hard_e6_hann,5,142,8,14,0.43817567308156313,1.422074691904987,1.587063343329384e-05,-6.556554481019826,-6.28924896277762,0.0009436963580350823,0.9898000848767501,3.5671371362272537
dpss_hard_e6_hann,6,157,9,13,0.48747168367192806,1.320497928197488,1.6598825778717727e-05,-2.727033614676318,-2.787174920345498,4.805751957598635e-05,0.9998629326234619,3.546393357189002
dpss_hard_e6_hann,7,158,9,14,0.48747168367192806,1.422074691904987,1.528467236615597e-05,-5.497784675753121,-5.416549640692347,7.070307480258197e-05,0.9857648888766662,3.5350634007390696
dpss_hard_e6_hann,8,173,10,13,0.536767694262293,1.320497928197488,1.519770397191884e-05,-7.850148605763742,-7.5701917316354725,0.000656790559832573,0.9998678582645809,3.7205251898377285
dpss_hard_e6_hann,9,174,10,14,0.536767694262293,1.422074691904987,1.3879143014797823e-05,-4.452363089122863,-4.256669995619037,0.0009168898306817647,0.9823379923110871,3.8445243338540007
