label,directory,foreground_filter,effective_suppression,requested_suppression_strength,dpss_eigenvalue_threshold,spectral_taper,foreground_rank_min,foreground_rank_max,supported_output_band_count,native_selected_window_count,broad_geometric_candidate_count,broad_candidates_pure_passing_20pct_count,broad_candidates_total_passing_20pct_count,heldout_broad_total_worst_relative_l2,heldout_broad_total_worst_maximum_error,heldout_broad_total_minimum_passing_20pct_count,common20_pure_relative_l2,common20_total_relative_l2,common20_pure_integrated_ratio,common20_total_integrated_ratio,common20_pure_maximum_absolute_error,common20_total_maximum_absolute_error,common20_foreground_auto_over_target,common20_total_minus_pure_absolute_over_target,common20_median_effective_width,heldout_fg_plus_eor_common20_worst_relative_l2,heldout_fg_plus_eor_common20_worst_maximum_error,heldout_foreground_effect_common20_worst_relative_l2,heldout_foreground_effect_common20_worst_maximum_error,calibration_validation_response_relative_l2
dpss_hard_e12_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/dpss_hard_e12_hann/combined,dpss_hard,hard,0.0,1e-12,hann,9.0,19.0,112,20,102,102,102,0.06634272427209564,0.2013150073317783,101,0.07633956796818836,0.07633741112216327,0.9450277225764234,0.9450395170987566,0.15688755153897702,0.15688861098789936,2.073824106483147e-06,3.2630823208609086e-05,3.851161005654588,0.05494034079225803,0.2013150073317783,0.00011467293462450605,0.0002983891642189084,0.05278316725403298
dpss_hard_e10_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/dpss_hard_e10_hann/combined,dpss_hard,hard,0.0,1e-10,hann,8.0,18.0,115,20,105,105,105,0.07063276303373942,0.20087869355607166,104,0.07627497059124354,0.07627476725814854,0.945130431319092,0.9451426659880314,0.15654611079355144,0.15656517352072263,2.13580014103772e-06,3.297992790370668e-05,3.8512751725912127,0.05490675982696099,0.20087869355607166,0.00011350801561661764,0.0002536594332936631,0.051170240415650894
dpss_hard_e8_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/dpss_hard_e8_hann/combined,dpss_hard,hard,0.0,1e-08,hann,7.0,16.0,120,20,110,110,104,0.7932426345334698,3.1885030945339965,102,0.07623781440129096,0.07624869363981653,0.9451716078612049,0.945179890443374,0.15650222224667,0.15641726065892192,1.091663260058726e-05,0.00012010016134661014,3.851286066616928,0.05492298814047465,0.2008522791821466,0.00027215198352764403,0.0008999376093449267,0.05135119005156644
dpss_hard_e6_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/dpss_hard_e6_hann/combined,dpss_hard,hard,0.0,1e-06,hann,6.0,15.0,123,20,113,113,87,111.49317033060876,302.44062252928575,86,0.07626309199540854,0.07501235767406993,0.9451420717419533,0.9465585631443232,0.15649237100230226,0.15693020763508006,0.0009078236489276352,0.0018061673498081623,3.8515478118490325,0.05432488151722853,0.20075582494738295,0.0030322417016071072,0.009877451622002686,0.051221101274654714
dpss_soft_e12_r1e8_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/dpss_soft_e12_r1e8_hann/combined,dpss_soft,finite:100000000,100000000.0,1e-12,hann,9.0,19.0,120,20,110,110,102,2.3639244203100356,6.2863159663465,100,0.07624204934344832,0.07620306075062641,0.9451666548195513,0.9452618472111113,0.15651756257892135,0.156513737014123,1.7830138722905074e-05,0.00016467382853242043,3.8512956163299608,0.05490242509887387,0.20084941688055974,0.0003710086804462361,0.000895553085253763,0.051161228436238465
chebyshev_rankmatched_e12_hann,/data1/zhenghao/fg_rmw/runs/visibility_qbeta_filter_promotion_20260724/chebyshev_rankmatched_e12_hann/combined,chebyshev_rank_matched,hard,0.0,1e-12,hann,9.0,19.0,114,20,104,104,104,0.06057661399645982,0.20137041478647835,103,0.07634596559322654,0.07634380994781452,0.945035628527008,0.9450475600298024,0.15691970962708904,0.15692009930032608,2.074683911653568e-06,3.297302221318811e-05,3.8513824447908362,0.05494290051281429,0.20137041478647835,0.00011563132991136643,0.00029757210318468607,0.05201427027717986
