label,output_band_id,kperp_index,kpar_index,kperp_center_mpc_inv,kpar_mpc_inv,in_baseline_broad_support,added_vs_baseline_broad_support,target_windowed_power,bank_pure_signed_error_percent,bank_total_signed_error_percent,foreground_auto_over_target,heldout_phase_count,heldout_passing_20pct_phase_count,heldout_worst_total_error_percent,heldout_worst_foreground_effect_percent,geometric_window_response_fraction,relative_response,window_effective_width
dpss_narrow32_e12_hann,149,9,5,0.48593890152660696,0.5044572327577731,1,0,7.44243840245004e-05,1.1565785943212838,1.1672412785132724,9.210706197375049e-05,16,16,11.821304552550526,0.10159688288315634,0.9999430468804893,0.979941342771367,7.39547583407968
dpss_narrow32_e12_hann,150,9,6,0.48593890152660696,0.6053486793093278,1,0,6.183530365853679e-05,2.395525449388076,2.3996084619346236,1.9039467955255061e-06,16,16,7.782357432522947,0.014236096465481362,0.9999895165814477,0.9830263255905928,7.516909440719998
dpss_narrow32_e12_hann,151,9,7,0.48593890152660696,0.7062401258608824,1,0,4.676838522235789e-05,10.72813580460492,10.715742838718342,1.47434211381108e-06,16,16,8.261173963463381,0.015374167164422305,0.9999998141179076,0.9611748325595595,7.4362544765732785
dpss_narrow32_e12_hann,152,9,8,0.48593890152660696,0.807131572412437,1,0,3.617839253499533e-05,3.9834599826340362,3.986885035884498,1.2177341564394475e-06,16,16,12.310831112003019,0.009267161523371842,0.9999999821976809,0.9864841806617605,7.265923625146718
dpss_narrow32_e12_hann,153,9,9,0.48593890152660696,0.9080230189639916,1,0,2.8915431239517383e-05,-3.882876587042499,-3.88126144002187,4.0856282941056687e-07,16,16,10.196085008703148,0.007981640517926368,0.9999999946290399,1.0,7.212295768473662
dpss_narrow32_e12_hann,154,9,10,0.48593890152660696,1.0089144655155462,1,0,2.3250488421266555e-05,-0.5089031289024928,-0.502509824278103,5.397504124134584e-07,16,16,13.052612046634138,0.006933392311137198,0.999999997408584,0.9697674736632063,7.4288834154744
dpss_narrow32_e12_hann,155,9,11,0.48593890152660696,1.109805912067101,1,0,1.938295671719299e-05,0.9834190906984805,0.9851764828420045,4.915144836920387e-07,16,16,9.263673856833288,0.009485242475162588,0.9999999987857618,0.9717682786824101,7.294916641608806
dpss_narrow32_e12_hann,156,9,12,0.48593890152660696,1.2106973586186556,1,0,1.6858443312883385e-05,3.704543223280872,3.7035392791486865,5.463050288260986e-07,16,16,5.784762470545163,0.011985128565535772,0.9999999994628129,0.9823828634621592,7.331619523949974
dpss_narrow32_e12_hann,157,9,13,0.48593890152660696,1.31158880517021,1,0,1.4863212096827677e-05,8.2382415575831,8.23256627413926,6.673127092862318e-07,16,16,10.861515188470596,0.0092257928347367,0.9999999997758849,0.9867581554244308,7.4081067880588245
dpss_narrow32_e12_hann,158,9,14,0.48593890152660696,1.4124802517217647,1,0,1.3574613766828738e-05,-4.291390090123607,-4.296218763643398,8.935608087887064e-07,16,16,8.215388019809119,0.011362448645802901,0.9999999999163406,0.9833480903081746,7.360683487258649
dpss_narrow32_e12_hann,159,9,15,0.48593890152660696,1.5133716982733196,1,0,1.2689980974936546e-05,2.7776401136324194,2.7771795785277704,9.062512987775175e-07,16,16,11.188013437440091,0.009159002063477695,0.9999999999750876,0.9557276996419873,6.7552802296604675
dpss_narrow32_e12_hann,165,10,5,0.5350799081497685,0.5044572327577731,1,0,5.922087544213753e-05,-0.6251161199058674,-0.6183687748540976,6.691862819234862e-06,16,16,10.770652543218267,0.02632015614981034,0.9999634813345303,0.9519505828598097,8.223607545540311
dpss_narrow32_e12_hann,166,10,6,0.5350799081497685,0.6053486793093278,1,0,5.406428793278823e-05,1.9107707102657907,1.9130279294525256,1.4435697482020525e-06,16,16,11.814790527979833,0.009919982702703707,0.9999878481563605,0.9598099925772702,7.652796864066589
dpss_narrow32_e12_hann,167,10,7,0.5350799081497685,0.7062401258608824,1,0,4.179459408082326e-05,4.460710003980416,4.4588573504750455,1.551514093378242e-06,16,16,10.982351878482053,0.01512829201800993,0.9999998508298986,0.9756016358089156,7.495943607148124
dpss_narrow32_e12_hann,168,10,8,0.5350799081497685,0.807131572412437,1,0,3.314950995164412e-05,7.33798803922614,7.332061140498583,1.8001212120514697e-06,16,16,9.9903714752464,0.014750753809933804,0.9999999533339334,0.9610943891914945,7.745618673893822
dpss_narrow32_e12_hann,169,10,9,0.5350799081497685,0.9080230189639916,1,0,2.649998267118038e-05,3.372340028429029,3.361035158956014,2.0539164839078822e-06,16,16,10.437963574208501,0.021089640438268994,0.9999999843743523,0.9709796983920734,7.5835318834598295
