profile,group_index,kperp_first,kperp_stop,kpar_first,kpar_stop,nominal_cell_count,group_mode_count,minimum_input_relative_response,window_fraction,nominal_window_fraction,window_effective_width,bank_total_error_percent,heldout_worst_error_percent,physical_shift_pure_worst_error_percent,physical_shift_total_worst_error_percent,foreground_effect_percent,strict_pass
quad_kperp_kpar2_response,15,4,8,2,4,2,5128.0,0.9175881007961839,0.998845819275653,0.001635466365433835,14.1193105125643,9.720478306747859,11.305929410541173,nan,nan,0.008758541601173961,1
quad_kperp_kpar2_response,16,4,8,4,6,8,24224.0,0.9204683963878012,0.9983346931829173,0.34489274037561574,22.461235087198737,14.653175069772942,6.682979033046987,nan,nan,0.020376470230107042,1
quad_kperp_kpar2_response,17,4,8,6,8,8,24224.0,0.9330963699541838,0.9994778861113015,0.36180081858231444,28.06352241761065,20.69030962288599,5.752791793171415,nan,nan,0.000954591199787171,0
quad_kperp_kpar2_response,18,4,8,8,10,8,24224.0,0.9255127659340204,0.9998783249413014,0.3557607995290966,28.24490199205448,16.58461459309029,4.980296085903747,nan,nan,0.0025794255004151587,1
quad_kperp_kpar2_response,19,4,8,10,12,8,24224.0,0.925722086680679,0.9999913763647466,0.3544477956277544,28.0286607352661,17.66011813238843,3.8320027218074593,nan,nan,0.0006071608253278224,1
quad_kperp_kpar2_response,20,4,8,12,14,8,24224.0,0.9304264351801594,0.9999999858672782,0.35687966714835084,28.30428130418125,18.69410066313094,5.104461716754087,nan,nan,0.0023635203408300777,1
quad_kperp_kpar2_response,21,4,8,14,16,8,24224.0,0.913177925497801,0.9999999995601182,0.3533616985158633,28.09196199057348,16.467611140337286,3.2348373952182645,nan,nan,0.006291165346246916,1
quad_kperp_kpar2_response,22,4,8,16,18,8,24224.0,0.9014516392718552,0.9999999999119528,0.3511351005436465,28.253560276810074,20.041545396787487,4.545358311772009,nan,nan,0.005140644264620137,0
quad_kperp_kpar2_response,23,4,8,18,20,8,24224.0,0.928136571498504,0.9999999999734802,0.3513219990417334,28.3060472802608,24.717697040511272,5.817000370561015,nan,nan,0.0071818947459240225,0
quad_kperp_kpar2_response,24,4,8,20,22,8,24224.0,0.9346296299832184,0.9999999999898178,0.35819452011759023,28.214246537032587,22.438311614219547,6.22254307778014,nan,nan,0.004930981145982707,0
quad_kperp_kpar2_response,25,4,8,22,24,8,24224.0,0.9293459541537402,0.9999999999955562,0.3553309506028273,28.237525929391936,23.40184794072352,4.03974400279866,nan,nan,0.01015877505387605,0
quad_kperp_kpar2_response,26,4,8,24,26,8,24224.0,0.9316351036250191,0.9999999999977887,0.3560228478744022,28.217678871014606,26.368446922761784,4.4096786218329,nan,nan,0.0009503946363083362,0
quad_kperp_kpar2_response,27,4,8,26,28,8,24224.0,0.9309602545810096,0.999999999998801,0.35774609857848505,28.15111854760694,27.54200167260886,4.322306750955349,nan,nan,6.413136160604918e-05,0
quad_kperp_kpar2_response,28,4,8,28,30,8,24224.0,0.9022167115432485,0.9999999999992625,0.3506034298929682,28.322636272474636,24.2753369756057,5.341795261440038,nan,nan,0.009023349591019365,0
quad_kperp_kpar2_response,29,4,8,30,32,8,24224.0,0.9271977054086511,0.9999999999994853,0.3636328528468562,26.781596030033395,30.55124327631942,2.907149510929932,nan,nan,0.009831048765795719,0
quad_kperp_kpar2_response,30,8,12,4,6,6,28432.0,0.9180003682179947,0.9839995846255162,0.1648740238030043,31.985918716828103,10.241981495071512,6.717681422239176,nan,nan,0.00426784313569177,1
quad_kperp_kpar2_response,31,8,12,6,8,8,39152.0,0.9177222710204415,0.9932611662109497,0.3051242253786994,34.31449866196672,12.558027423849946,4.225165958168049,nan,nan,0.0074092052338052775,1
quad_kperp_kpar2_response,32,8,12,8,10,8,39152.0,0.9117908667581583,0.9997795458524953,0.2939442553784243,35.93274958642784,11.1124466702231,5.424488190351623,nan,nan,0.0003880521856918512,1
quad_kperp_kpar2_response,33,8,12,10,12,8,39152.0,0.9250220654539699,0.999973152524812,0.299798355017737,35.54752573546006,13.152140117734307,6.09865633873989,nan,nan,0.0008272632396824604,1
quad_kperp_kpar2_response,34,8,12,12,14,8,39152.0,0.9105887571870531,0.9999996701099363,0.2984877922955288,35.66322497636129,11.716082933892645,5.15256692006659,nan,nan,0.0023186136308559558,1
quad_kperp_kpar2_response,35,8,12,14,16,8,39152.0,0.9138968307859191,0.9999999982602149,0.2926586394375046,35.992868666901515,8.379860911714912,6.022900521253811,nan,nan,0.00010762587595899741,1
quad_kperp_kpar2_response,36,8,12,16,18,8,39152.0,0.9196522316124578,0.9999999996455442,0.2948229682117848,35.41340982489058,9.892128744906849,5.670243431759303,nan,nan,0.0014134364818128957,1
quad_kperp_kpar2_response,37,8,12,18,20,8,39152.0,0.9171512935749404,0.9999999998866532,0.29944468276786385,35.62970122997797,10.175887979874528,4.070248894371187,nan,nan,0.0017386711399532578,1
quad_kperp_kpar2_response,38,8,12,20,22,8,39152.0,0.9114286045093767,0.9999999999555355,0.29936051787823104,35.49913505310426,16.698088514756254,3.766298127688983,nan,nan,0.0037311140619405566,1
quad_kperp_kpar2_response,39,8,12,22,24,8,39152.0,0.9105956043622304,0.9999999999797653,0.2962813906220373,35.80254930535627,10.448989026358618,6.31880340194961,nan,nan,0.0009254728342640788,1
quad_kperp_kpar2_response,40,8,12,24,26,8,39152.0,0.9397258183724321,0.999999999990198,0.29389719675420184,35.595500997837085,14.752341425197566,4.761494551468226,nan,nan,0.004557323701107189,1
quad_kperp_kpar2_response,41,8,12,26,28,8,39152.0,0.9242731218059101,0.9999999999947454,0.2882943616199546,35.954408134418834,17.66487379399443,6.2774285716256495,nan,nan,0.005159332802632064,1
quad_kperp_kpar2_response,42,8,12,28,30,8,39152.0,0.9337964488227869,0.9999999999970073,0.29806639948261293,35.430363208126344,18.150437600938048,6.855604475542189,nan,nan,0.005581596493179221,1
quad_kperp_kpar2_response,43,8,12,30,32,8,39152.0,0.9112778953920607,0.9999999999979425,0.3235985039472007,31.160797592844467,12.012104040312439,7.622917681339522,nan,nan,0.0033643330880545005,1
quad_kperp_kpar2_response,44,12,16,4,6,2,12688.0,0.9567899354454863,0.9583981587853574,0.06228643045183522,31.021275866152827,5.310040101391216,10.433526066870154,nan,nan,0.005292423684465398,1
quad_kperp_kpar2_response,45,12,16,6,8,8,54512.0,0.9273789224153135,0.9503174530529164,0.22746942596755684,43.96383601569224,10.28612818435298,6.956737259400038,nan,nan,0.0035527889150537657,1
quad_kperp_kpar2_response,46,12,16,8,10,8,54512.0,0.9332522944663166,0.9928933270201985,0.2527630578830449,43.47088869779626,10.22662813279151,4.600529216406517,nan,nan,0.0010805603727595612,1
quad_kperp_kpar2_response,47,12,16,10,12,8,54512.0,0.9121570736017347,0.9999013927555505,0.24288064078528127,44.10218679915984,10.772830518882454,3.2625859436445275,nan,nan,1.4110371032369642e-06,1
quad_kperp_kpar2_response,48,12,16,12,14,8,54512.0,0.9104613441290872,0.9999963513735687,0.24500368187709576,44.017588142166986,10.175185641170403,4.763167830524594,nan,nan,0.0007912756844943139,1
quad_kperp_kpar2_response,49,12,16,14,16,8,54512.0,0.9229947072658566,0.9999999835164471,0.24456903709707578,44.09250662292779,8.379343364920473,5.1529432007599025,nan,nan,0.000599478145857078,1
quad_kperp_kpar2_response,50,12,16,16,18,8,54512.0,0.9161665299720658,0.9999999974002706,0.2518701062782442,43.91794532617329,6.811760716830404,3.9453107670149894,nan,nan,0.00023122073516874681,1
quad_kperp_kpar2_response,51,12,16,18,20,8,54512.0,0.9228800853930854,0.9999999992532598,0.24693430243795797,43.71482625587312,12.804095130327484,4.297827111270539,nan,nan,5.882326358200035e-05,1
quad_kperp_kpar2_response,52,12,16,20,22,8,54512.0,0.9178676785081447,0.9999999997286667,0.2442960067817606,44.22367809066877,15.110307601468309,7.284606601655595,nan,nan,0.0023080207011860186,1
quad_kperp_kpar2_response,53,12,16,22,24,8,54512.0,0.9150002871794787,0.9999999998864539,0.24772874730777497,44.1941412821481,9.355772088059746,5.465335535984151,nan,nan,0.00010583152827158813,1
quad_kperp_kpar2_response,54,12,16,24,26,8,54512.0,0.9228846472390059,0.9999999999476826,0.24684837971826978,44.309767065332274,14.19838498052618,5.155514782888881,nan,nan,0.0021157497304098508,1
quad_kperp_kpar2_response,55,12,16,26,28,8,54512.0,0.9212009874256483,0.9999999999739178,0.2439534622341524,44.39881607976662,16.67996333650432,6.817846021526755,nan,nan,0.0004144727630842748,1
quad_kperp_kpar2_response,56,12,16,28,30,8,54512.0,0.9344710248400476,0.9999999999862295,0.25168945480350735,43.62817315631682,14.591188699414898,5.794185483750616,nan,nan,0.0012898058702202613,1
quad_kperp_kpar2_response,57,12,16,30,32,8,54512.0,0.9213813849556983,0.9999999999911808,0.28555227649241904,34.58994557853945,12.772404881471628,6.858277713362986,nan,nan,0.0003953715178986657,1
quad_kperp_kpar2_response,60,16,20,10,12,8,69440.0,0.923051307914646,0.9972404138235098,0.19717700457156678,54.526054886914345,8.593731266868389,4.969121539899409,nan,nan,0.00017610782219901983,1
quad_kperp_kpar2_response,61,16,20,12,14,8,69440.0,0.9211089109279278,0.9999750402411386,0.19880841158655527,54.264830515626095,6.328873020345522,4.877230875324303,nan,nan,0.0014689240896766233,1
quad_kperp_kpar2_response,62,16,20,14,16,8,69440.0,0.9293064941895985,0.9999998302741022,0.19933303873404457,54.0659089406197,2.8342922839024447,3.641044067260233,nan,nan,0.0008618432333145881,1
quad_kperp_kpar2_response,63,16,20,16,18,8,69440.0,0.9103131793479123,0.9999999860977407,0.20434434201645135,54.57652403162017,9.682463804283998,4.592465822052095,nan,nan,0.002523161647978206,1
quad_kperp_kpar2_response,64,16,20,18,20,8,69440.0,0.9469710583770187,0.9999999966233555,0.20548312747932584,53.94433228155105,8.280722237362621,5.828649657062483,nan,nan,0.0004594106730976163,1
quad_kperp_kpar2_response,65,16,20,20,22,8,69440.0,0.9261500472219434,0.9999999988904513,0.2050006876164776,54.488218657524584,5.521623108894995,6.15969426713704,nan,nan,0.0017810397089388671,1
